Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	ASSETS										1023	Cash-Ann Arbor State Bank	N	5603615	4669	0	5608284	5602679
0002	Energy Projects	ASSETS										2198	Loan Receivable	N	0	808450	0	808450	0
0002	Energy Projects	ASSETS										2218	Accounts Receivable	N	0	464262	464262	0	0
0002	Energy Projects	ASSETS										2236	Special Assessment-Energy Improvement Loan	N	41574359	14173827	7012198	48735988	40648639
0002	Energy Projects	ASSETS										2400.0099	Equity In Pooled cash & investments	N	48616237	9575946	29063981	29128202	49872198
0002	Energy Projects	ASSETS										2402	Taxes Rec Delinquent Invoices	N	0	1325951	1325951	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-3491439	16835439	13344000	0	-1168110
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-42820	42820	0	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-102700	0	0	-102700	-102700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-36626187	42413	14310910	-50894684	-40648639
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-45531065	0	0	-45531065	-104911700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									8826	Restricted For Other Purposes	N	-10000000	0	0	-10000000	-10000000
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	91138	357941	-266803	-515666
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	158244	646080	-487836	-29126
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			1624	Special Asses - PACE	N	0	42413	42413	0	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0048	Operating Transfers 0048	N	0	0	0	0	-152850
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0056	Operating Transfers Art in Public Places	N	0	0	0	0	-312000
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			6999	Miscellaneous	N	0	0	137904	-137904	-14400
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	0000	Revenue			1624	Special Asses - PACE	N	0	0	42413	-42413	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1375	Community Energy Revolving Loans	0000	Revenue			2200	Program Income	N	0	0	739568	-739568	-510147
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1100	Permanent Time Worked	N	0	133908	2205	131703	429111
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1200	Temporary Pay	N	0	74890	0	74890	9120
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2100	Professional Services	N	0	0	0	0	330000
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2410	Rent City Vehicles	N	0	6177	0	6177	9312
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2430	Contracted Services	N	0	0	0	0	6559671
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2500	Printing	N	0	15000	0	15000	0
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			3400	Materials & Supplies	N	0	0	0	0	4413965
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4215	Deferred Comp Contributions	N	0	0	0	0	731
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4220	Life Insurance	N	0	223	4	219	706
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4230	Medical Insurance	N	0	0	0	0	10605
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4234	Disability Insurance	N	0	219	6	213	795
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4250	Social Security-Employer	N	0	15975	169	15806	34002
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4270	Dental Insurance	N	0	0	0	0	947
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4280	Optical Insurance	N	0	0	0	0	98
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4310	Municipal Service Charges	N	0	1712000	0	1712000	1669830
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4423	Transfer To IT Fund	N	0	773000	0	773000	773330
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4440	Unemployment Compensation	N	0	1761	0	1761	2045
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	1329	Energy Management			4420	Transfer To Other Funds	N	0	0	0	0	14442616
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	1329	Energy Management			7998	Transfer - Loan Recipients	N	0	13344000	0	13344000	31326613
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	9500	Debt Service			4420	Transfer To Other Funds	N	0	7847280	0	7847280	2299676
0003	Downtown Development Authority	ASSETS										2400.0099	Equity In Pooled cash & investments	N	0	52093558	51301044	792514	449610
0003	Downtown Development Authority	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	0	1631606	1631606	0	0
0003	Downtown Development Authority	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	41392	9786	31606	464469
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1100	Permanent Time Worked	N	0	22324432	22324432	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1102	Other Paid Time Off	N	0	129354	129354	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1121	Vacation Used	N	0	1723235	1723235	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1141	Personal Leave Used	N	0	258390	258390	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1151	Sick Time Used	N	0	294889	294889	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1161	Holiday	N	0	1347055	1347055	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1200	Temporary Pay	N	0	33300	39780	-6480	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1721	Annual Sick Leave Payout	N	0	407044	407044	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			1751	Benefit Waiver Pay	N	0	100000	100000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4220	Life Insurance	N	0	80094	80094	0	1
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4230	Medical Insurance	N	0	3738597	3595597	143000	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4234	Disability Insurance	N	0	45839	45839	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4237	Retiree Health Savings Account	N	0	94300	93800	500	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4238	Veba Funding	N	0	3878000	3878000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4239	Retiree Medical Insurance	N	0	1242000	1242000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4240	Workers Comp	N	0	87100	87100	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4250	Social Security-Employer	N	0	1987749	1987749	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4259	Retirement Contribution	N	0	6628000	6628000	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4260	Insurance Premiums	N	0	4799000	5760140	-961140	-914080
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4270	Dental Insurance	N	0	313625	313625	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4280	Optical Insurance	N	0	32500	32500	0	0
0003	Downtown Development Authority	EXPENSES		003	Downtown Development Authority	1000	Administration	1000	Administration			4440	Unemployment Compensation	N	0	83543	83543	0	0
0004	Maintenance Facility	ASSETS										2400.0099	Equity In Pooled cash & investments	N	179446316	1890260	8955573	172381003	179779184
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-1290888	4147927	2865855	-8816	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-266326	266326	0	0	0
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-412679	412679	0	0	-397950
0004	Maintenance Facility	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-177476423	0	0	-177476423	-182368100
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	461678	1849467	-1387789	-1374233
0004	Maintenance Facility	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	445700	0	445700	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1100	Permanent Time Worked	N	0	116879	3606	113273	239767
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			1121	Vacation Used	N	0	3714	0	3714	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2100	Professional Services	N	0	207836	0	207836	45325
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2410	Rent City Vehicles	N	0	27096	0	27096	25491
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			2430	Contracted Services	N	0	1187499	32574	1154925	3972388
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4220	Life Insurance	N	0	204	6	198	412
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4230	Medical Insurance	N	0	19845	664	19181	54742
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4234	Disability Insurance	N	0	214	10	204	419
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4250	Social Security-Employer	N	0	9122	272	8850	18084
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4270	Dental Insurance	N	0	1662	59	1603	4049
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4280	Optical Insurance	N	0	172	6	166	422
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	4501	Engineering Maintenance Facility			4440	Unemployment Compensation	N	0	204	0	204	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1100	Permanent Time Worked	N	0	2238227	0	2238227	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1200	Temporary Pay	N	0	348421	33600	314821	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			1401	Overtime Paid-Permanent	N	0	104254	0	104254	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2100	Professional Services	N	0	1057841	0	1057841	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			2410	Rent City Vehicles	N	0	95530	0	95530	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4220	Life Insurance	N	0	7522	0	7522	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4230	Medical Insurance	N	0	430370	0	430370	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4234	Disability Insurance	N	0	2915	0	2915	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4250	Social Security-Employer	N	0	202972	2570	200402	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4270	Dental Insurance	N	0	36185	0	36185	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4280	Optical Insurance	N	0	3754	0	3754	0
0004	Maintenance Facility	EXPENSES		040	Public Services	9495	Maintenance Facility Construct	7016	Design			4440	Unemployment Compensation	N	0	8720	0	8720	0
