Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	ASSETS										1023	Cash-Ann Arbor State Bank	N	5609222	2351	0	5611573	5605965
0002	Energy Projects	ASSETS										2198	Loan Receivable	N	808450	0	0	808450	0
0002	Energy Projects	ASSETS										2218	Accounts Receivable	N	0	450328	255487	194841	126228
0002	Energy Projects	ASSETS										2236	Special Assessment-Energy Improvement Loan	N	50078225	0	6757348	43320877	48735988
0002	Energy Projects	ASSETS										2400.0099	Equity In Pooled cash & investments	N	26395446	7554704	10777109	23173041	29576651
0002	Energy Projects	ASSETS										2402	Taxes Rec Delinquent Invoices	N	0	1283251	0	1283251	1325951
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	0	106000	106000	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-36759	36759	0	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-102700	0	0	-102700	-102700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-44129327	0	0	-44129327	-50086234
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-28622557	0	0	-28622557	-45531065
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									8826	Restricted For Other Purposes	N	-10000000	0	0	-10000000	-10000000
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	25180	114406	-89226	-136829
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	0	2351	-2351	-485517
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0010	Operating Transfers 0010	N	0	98600	345100	-246500	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0057	Operating Transfers 0057	N	0	5200	18200	-13000	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			6999	Miscellaneous	N	0	0	0	0	-137904
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	0000	Revenue			1340	Penalties/Delinquent Special Assessments & Taxes	N	0	0	64163	-64163	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	0000	Revenue			1624	Special Asses - PACE	N	0	0	0	0	-42413
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1375	Community Energy Revolving Loans	0000	Revenue			2200	Program Income	N	0	0	450328	-450328	-340098
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1100	Permanent Time Worked	N	0	256523	4541	251982	70395
