Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	ASSETS										1023	Cash-Ann Arbor State Bank	N	5603615	2826	0	5606441	20037757
0002	Energy Projects	ASSETS										2218	Accounts Receivable	N	0	340098	340098	0	50000
0002	Energy Projects	ASSETS										2236	Special Assessment-Energy Improvement Loan	N	41574359	14173827	7012198	48735988	40648639
0002	Energy Projects	ASSETS										2400.0099	Equity In Pooled cash & investments	N	48616237	7739232	26868591	29486878	57062192
0002	Energy Projects	ASSETS										2402	Taxes Rec Delinquent Invoices	N	0	1325951	0	1325951	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-3491439	16835439	13344000	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-42820	42820	0	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-102700	0	0	-102700	-102700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-36626187	42413	13502460	-50086234	-40648639
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-45531065	0	0	-45531065	-104911700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									8826	Restricted For Other Purposes	N	-10000000	0	0	-10000000	-10000000
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	62320	246648	-184328	-350160
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	158244	644237	-485993	-21588
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			1624	Special Asses - PACE	N	0	42413	42413	0	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0048	Operating Transfers 0048	N	0	0	0	0	-91710
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			6999	Miscellaneous	N	0	0	137904	-137904	-14400
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1350	PACE Revolving Loans	0000	Revenue			1624	Special Asses - PACE	N	0	0	42413	-42413	0
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1375	Community Energy Revolving Loans	0000	Revenue			2200	Program Income	N	0	0	340098	-340098	-340098
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1100	Permanent Time Worked	N	0	72600	2205	70395	362973
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1200	Temporary Pay	N	0	50400	0	50400	19200
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2100	Professional Services	N	0	0	0	0	330000
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2410	Rent City Vehicles	N	0	1357	0	1357	9312
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2430	Contracted Services	N	0	0	0	0	4065600
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2500	Printing	N	0	15000	0	15000	0
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4215	Deferred Comp Contributions	N	0	0	0	0	731
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4220	Life Insurance	N	0	122	4	118	598
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4230	Medical Insurance	N	0	0	0	0	10605
