Fund	Fund Description	Chart Section Level 1	Chart Section Level 2	Agency	Agency Description	Organization	Organization Description	Activity	Activity Description	Function	Function Description	Account	Account Description	Total Indicator	Balance Forward	YTD Debits	YTD Credits	Ending Balance	Prior Year YTD Balance
0002	Energy Projects	ASSETS										1023	Cash-Ann Arbor State Bank	N	5603615	476	0	5604091	20020419
0002	Energy Projects	ASSETS										2236	Special Assessment-Energy Improvement Loan	N	41574359	0	3664634	37909725	8848844
0002	Energy Projects	ASSETS										2400.0099	Equity In Pooled cash & investments	N	48616237	3717087	4009326	48323998	94783615
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4001	Accounts Payable	N	-3491439	3491439	0	0	-5278813
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4002	Accrued Payroll	N	-42820	42820	0	0	0
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									4630	Retainages Payable	N	-102700	0	0	-102700	-102700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	LIABILITIES									5551	Deferred Revenue	N	-36626187	0	0	-36626187	-8848844
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									6606	Fund Balance	N	-45531065	0	0	-45531065	-104911700
0002	Energy Projects	LIABILITIES AND FUND EQUITY	FUND EQUITY									8826	Restricted For Other Purposes	N	-10000000	0	0	-10000000	-10000000
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6200	Investment Income	N	0	14666	50069	-35403	-87833
0002	Energy Projects	REVENUES		018	Finance	1000	Administration	0000	Revenue			6203	Interest/Dividends	N	0	158200	476	157724	-4250
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			2710.0048	Operating Transfers 0048	N	0	0	0	0	-15285
0002	Energy Projects	REVENUES		029	Environmental Coordination Ser	1300	Energy Management	0000	Revenue			6999	Miscellaneous	N	0	0	0	0	-14400
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1100	Permanent Time Worked	N	0	20373	2205	18168	69173
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			1200	Temporary Pay	N	0	28800	0	28800	0
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2410	Rent City Vehicles	N	0	0	0	0	2733
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			2430	Contracted Services	N	0	0	0	0	5236400
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4215	Deferred Comp Contributions	N	0	0	0	0	459
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4220	Life Insurance	N	0	34	4	30	114
0002	Energy Projects	EXPENSES		029	Environmental Coordination Ser	1300	Energy Management	1000	Administration			4230	Medical Insurance	N	0	0	0	0	9263
